include,repo,title,name,language,compatibility,spark_version,latest_date,ts,dataset,download_url,file,upstream_deps,model_class,labels,reference_url,author,tags,license,edition,dimension,dataset_info,description,demo_url,included_models,colab_url,case_sensitive
1,clinical/models,Embeddings Healthcare 100 dims,embeddings_healthcare_100d,en,2.5.0,2.4,2020-05-29,1590794626292,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_healthcare_100d_en_2.5.0_2.4_1590794626292.zip,embeddings_healthcare_100d_en_2.5.0_2.4_1590794626292.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_healthcare_100d,https://www.nlm.nih.gov/databases/download/pubmed_medline.html,John Snow Labs,"clinical,embeddings,pubmed,umls,mimic,en",Licensed ,Healthcare,100,Trained on PubMed + ICD10 + UMLS + MIMIC III corpora,,,,,
1,clinical/models,Embeddings Scielo 150 dims,embeddings_scielo_150d,es,2.5.0,2.4,2020-05-26,1590467082526,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_scielo_150d_es_2.5.0_2.4_1590467082526.zip,embeddings_scielo_150d_es_2.5.0_2.4_1590467082526.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_scielo_150d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,scielo,es",Licensed ,Healthcare,150,Trained on Scielo Articles,,,,,
1,clinical/models,Embeddings Scielo 300 dims,embeddings_scielo_300d,es,2.5.0,2.4,2020-05-26,1590467138742,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_scielo_300d_es_2.5.0_2.4_1590467138742.zip,embeddings_scielo_300d_es_2.5.0_2.4_1590467138742.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_scielo_300d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,scielo,es",Licensed ,Healthcare,300,Trained on Scielo Articles,,,,,
1,clinical/models,Embeddings Scielo 50 dims,embeddings_scielo_50d,es,2.5.0,2.4,2020-05-26,1590467114993,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_scielo_50d_es_2.5.0_2.4_1590467114993.zip,embeddings_scielo_50d_es_2.5.0_2.4_1590467114993.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_scielo_50d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,scielo,es",Licensed ,Healthcare,50,Trained on Scielo Articles,,,,,
1,clinical/models,Embeddings Scielowiki 150 dims,embeddings_scielowiki_150d,es,2.5.0,2.4,2020-05-26,1590467545910,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_scielowiki_150d_es_2.5.0_2.4_1590467545910.zip,embeddings_scielowiki_150d_es_2.5.0_2.4_1590467545910.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_scielowiki_150d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,scielo,wikipedia,es",Licensed ,Healthcare,150,Trained on Scielo Articles + Clinical Wikipedia Articles,,,,,
1,clinical/models,Embeddings Scielowiki 300 dims,embeddings_scielowiki_300d,es,2.5.0,2.4,2020-05-26,1590467643391,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_scielowiki_300d_es_2.5.0_2.4_1590467643391.zip,embeddings_scielowiki_300d_es_2.5.0_2.4_1590467643391.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_scielowiki_300d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,scielo,wikipedia,es",Licensed ,Healthcare,300,Trained on Scielo Articles + Clinical Wikipedia Articles,,,,,
1,clinical/models,Embeddings Scielowiki 50 dims,embeddings_scielowiki_50d,es,2.5.0,2.4,2020-05-26,1590467602230,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_scielowiki_50d_es_2.5.0_2.4_1590467602230.zip,embeddings_scielowiki_50d_es_2.5.0_2.4_1590467602230.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_scielowiki_50d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,scielo,wikipedia,es",Licensed ,Healthcare,50,Trained on Scielo Articles + Clinical Wikipedia Articles,,,,,
1,clinical/models,Embeddings Sciwiki 150 dims,embeddings_sciwiki_150d,es,2.5.0,2.4,2020-05-27,1590609340084,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_sciwiki_150d_es_2.5.0_2.4_1590609340084.zip,embeddings_sciwiki_150d_es_2.5.0_2.4_1590609340084.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_sciwiki_150d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,wikipedia,es",Licensed ,Healthcare,150,Trained on Clinical Wikipedia Articles,,,,,
1,clinical/models,Embeddings Sciwiki 300 dims,embeddings_sciwiki_300d,es,2.5.0,2.4,2020-05-27,1590609454054,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_sciwiki_300d_es_2.5.0_2.4_1590609454054.zip,embeddings_sciwiki_300d_es_2.5.0_2.4_1590609454054.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_sciwiki_300d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,wikipedia,es",Licensed ,Healthcare,300,Trained on Clinical Wikipedia Articles,,,,,
1,clinical/models,Embeddings Sciwiki 50 dims,embeddings_sciwiki_50d,es,2.5.0,2.4,2020-05-27,1590609287349,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/embeddings_sciwiki_50d_es_2.5.0_2.4_1590609287349.zip,embeddings_sciwiki_50d_es_2.5.0_2.4_1590609287349.zip,,WordEmbeddingsModel,Word2Vec feature vectors based on embeddings_sciwiki_50d,https://zenodo.org/record/3744326#.XtViinVKh_U,John Snow Labs,"clinical,embeddings,wikipedia,es",Licensed ,Healthcare,50,Trained on Clinical Wikipedia Articles,,,,,
1,clinical/models,Explain Clinical Doc Clinical Assertion Relation Posology,explain_clinical_doc_carp,en,2.5.5,2.4,2020-08-19,1597841630062,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/explain_clinical_doc_carp_en_2.5.5_2.4_1597841630062.zip,explain_clinical_doc_carp_en_2.5.5_2.4_1597841630062.zip,,PipelineModel,,,John Snow Labs,"clinical,pipeline,ner,assertion,relation,posology,en",Licensed ,Healthcare,,,"A pretrained pipeline with ner_clinical, assertion_dl, re_clinical and ner_posology. It will extract clinical and medication entities, assign assertion status and find relationships between clinical entities.",,"- ner_clinical
- assertion_dl
- re_clinical
- ner_posology",https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/11.Pretrained_Clinical_Pipelines.ipynb,
1,clinical/models,Explain Clinical Doc Clinical Relation Assertion,explain_clinical_doc_cra,en,2.5.5,2.4,2020-08-19,1597846145640,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/explain_clinical_doc_cra_en_2.5.5_2.4_1597846145640.zip,explain_clinical_doc_cra_en_2.5.5_2.4_1597846145640.zip,,PipelineModel,,,John Snow Labs,"clinical,pipeline,ner,assertion,relation,en",Licensed ,Healthcare,,,"A pretrained pipeline with ner_clinical, assertion_dl, re_clinical. It will extract clinical entities, assign assertion status and find relationships between clinical entities.",,"- ner_clinical
- assertion_dl
- re_clinical",https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/11.Pretrained_Clinical_Pipelines.ipynb,
1,clinical/models,Explain Clinical Doc Events Relation Assertion,explain_clinical_doc_era,en,2.5.5,2.4,2020-08-19,1597845753750,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/explain_clinical_doc_era_en_2.5.5_2.4_1597845753750.zip,explain_clinical_doc_era_en_2.5.5_2.4_1597845753750.zip,,PipelineModel,,,John Snow Labs,"clinical,pipeline,ner,events,assertion,relation,en",Licensed ,Healthcare,,,"A pretrained pipeline with ner_clinical_events, assertion_dl and re_temporal_events_clinical. It will extract clinical entities, assign assertion status and find temporal relationships between clinical entities",,"- ner_clinical_events
- assertion_dl
- re_temporal_events_clinical",https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/11.Pretrained_Clinical_Pipelines.ipynb,
1,clinical/models,Ner DL Model Anatomy,ner_anatomy,en,2.4.2,2.4,2020-04-21,1587513307751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_anatomy_en_2.4.2_2.4_1587513307751.zip,ner_anatomy_en_2.4.2_2.4_1587513307751.zip,embeddings_clinical,NerDLModel,"Anatomical_system,Cell,Cellular_component,Developing_anatomical_structure,Immaterial_anatomical_entity,Organ,Organism_subdivision,Organism_substance,Pathological_formation,Tissue,tissue_structure",http://www.nactem.ac.uk/anatomy/,John Snow Labs,"clinical,ner,dl,anatomy,anem,en",Licensed ,Healthcare,,Trained on the Anatomical Entity Mention (AnEM) corpus with `embeddings_clinical`,Pretrained named entity recognition deep learning model for anatomy terms.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Bionlp,ner_bionlp,en,2.4.0,2.4,2020-01-28,1580237286004,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_bionlp_en_2.4.0_2.4_1580237286004.zip,ner_bionlp_en_2.4.0_2.4_1580237286004.zip,embeddings_clinical,NerDLModel,"Amino_acid,Anatomical_system,Cancer,Cell,Cellular_component,Developing_anatomical_structure,Gene_or_gene_product,Immaterial_anatomical_entity,Organ,Organism,Organism_subdivision,Organism_substance,Pathological_formation,Simple_chemical,Tissue,tissue_structure",http://2013.bionlp-st.org/tasks/cancer-genetics,John Snow Labs,"clinical,ner,dl,cancer,genetics,bionlp,en",Licensed ,Healthcare,,Trained on Cancer Genetics (CG) task of the BioNLP Shared Task 2013 with `embeddings_clinical`,Pretrained named entity recognition deep learning model for biology and genetics terms.,https://demo.johnsnowlabs.com/healthcare/NER_TUMOR,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Cancer Genetics,ner_cancer_genetics,en,2.4.2,2.4,2020-04-22,1587567870408,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_cancer_genetics_en_2.4.2_2.4_1587567870408.zip,ner_cancer_genetics_en_2.4.2_2.4_1587567870408.zip,embeddings_clinical,NerDLModel,"DNA,RNA,cell_line,cell_type,protein",http://2013.bionlp-st.org/tasks/cancer-genetics,John Snow Labs,"clinical,ner,dl,cancer,genetics,bionlp,en",Licensed ,Healthcare,,Trained on Cancer Genetics (CG) task of the BioNLP Shared Task 2013 with `embeddings_clinical`,Pretrained named entity recognition deep learning model for biology and genetics terms.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,
1,clinical/models,Ner DL Model Cellular,ner_cellular,en,2.4.2,2.4,2020-04-21,1587513308751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_cellular_en_2.4.2_2.4_1587513308751.zip,ner_cellular_en_2.4.2_2.4_1587513308751.zip,embeddings_clinical,NerDLModel,"DNA,RNA,cell_line,cell_type,protein",http://www.geniaproject.org/,John Snow Labs,"clinical,ner,dl,cellular,jnlpba,en",Licensed ,Healthcare,,Trained on the JNLPBA corpus containing more than 2.404 publication abstracts with `embeddings_clinical`,Pretrained named entity recognition deep learning model for molecular biology related terms.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
0,clinical/models,Ner DL Model Chemicals and Proteins,ner_chemprot_clinical,en,2.5.5,2.4,2020-09-06,1599360199717,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_chemprot_clinical_en_2.5.5_2.4_1599360199717.zip,ner_chemprot_clinical_en_2.5.5_2.4_1599360199717.zip,embeddings_clinical,NerDLModel,"CHEMICAL,N,Y",FILLUP,John Snow Labs,,Licensed ,Healthcare,,FILLUP,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,
1,clinical/models,Ner DL Model Clinical,ner_clinical,en,2.4.0,2.4,2020-01-28,1580237286004,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_clinical_en_2.4.0_2.4_1580237286004.zip,ner_clinical_en_2.4.0_2.4_1580237286004.zip,embeddings_clinical,NerDLModel,"Problem, Test, Treatment",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp,John Snow Labs,"clinical,ner,dl,n2c2,en",Licensed ,Healthcare,,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `embeddings_clinical`",Pretrained named entity recognition deep learning model for clinical terms.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Clinical (Large),ner_clinical_large,en,2.5.0,2.4,2020-05-21,1590021302624,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_clinical_large_en_2.5.0_2.4_1590021302624.zip,ner_clinical_large_en_2.5.0_2.4_1590021302624.zip,embeddings_clinical,NerDLModel,"Problem, Test, Treatment",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,ner,n2c2,large,en",Licensed ,Healthcare,,Trained on i2b2 augmented data with `clinical_embeddings`,"Clinical NER (Large) is a Named Entity Recognition model that annotates text to find references to clinical events. The entities it annotates are Problem, Treatment, and Test. Clinical NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",https://demo.johnsnowlabs.com/healthcare/NER_EVENTS_CLINICAL,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/healthcare/NER_EVENTS_CLINICAL.ipynb,False
0,clinical/models,Ner CRF Model Clinical,ner_crf,en,2.4.0,2.4,2020-01-28,1580237286004,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_crf_en_2.4.0_2.4_1580237286004.zip,ner_crf_en_2.4.0_2.4_1580237286004.zip,embeddings_clinical,NerCrfModel,"Problem, Test, Treatment",FILLUP,John Snow Labs,,Licensed ,Healthcare,,Trained on i2b2 augmented data with `clinical_embeddings`,"Clinical NER (Large) is a Named Entity Recognition model that annotates text to find references to clinical events. The entities it annotates are Problem, Treatment, and Test. Clinical NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",,,,
1,clinical/models,Deidentification NER (Enriched),ner_deid_enriched,en,2.4.2,2.4,2020-07-08,1594170530497,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_deid_enriched_en_2.5.3_2.4_1594170530497.zip,ner_deid_enriched_en_2.5.3_2.4_1594170530497.zip,embeddings_clinical,NerDLModel,"Age, City, Country, Date, Doctor, Hospital, Idnum, Medicalrecord, Organization, Patient, Phone, Profession, State, Street, Username, Zip",https://portal.dbmi.hms.harvard.edu/projects/n2c2-2014/,John Snow Labs,"clinical,ner,deid,en",Licensed ,Healthcare,,Trained on JSL enriched n2c2 2014: De-identification and Heart Disease Risk Factors Challenge datasets with `embeddings_clinical`,"Deidentification NER (Enriched) is a Named Entity Recognition model that annotates text to find protected health information that may need to be deidentified. The entities it annotates are Age, City, Country, Date, Doctor, Hospital, Idnum, Medicalrecord, Organization, Patient, Phone, Profession, State, Street, Username, and Zip. Clinical NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",https://demo.johnsnowlabs.com/healthcare/NER_DEMOGRAPHICS,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/healthcare/NER_DEMOGRAPHICS.ipynb,False
1,clinical/models,Deidentification NER (Large),ner_deid_large,en,2.4.2,2.4,2020-07-22,1595427435246,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_deid_large_en_2.5.3_2.4_1595427435246.zip,ner_deid_large_en_2.5.3_2.4_1595427435246.zip,embeddings_clinical,NerDLModel,"Age, Contact, Date, Id, Location, Name, Profession",https://portal.dbmi.hms.harvard.edu/projects/n2c2-2014/,John Snow Labs,"clinical,ner,deid,en",Licensed ,Healthcare,,Trained on plain n2c2 2014: De-identification and Heart Disease Risk Factors Challenge datasets with `embeddings_clinical`,"Deidentification NER (Large) is a Named Entity Recognition model that annotates text to find protected health information that may need to be deidentified. The entities it annotates are Age, Contact, Date, Id, Location, Name, and Profession. Clinical NER is trained with the 'embeddings_clinical' word embeddings model, so be sure to use the same embeddings in the pipeline.",https://demo.johnsnowlabs.com/healthcare/NER_DEMOGRAPHICS,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/streamlit_notebooks/healthcare/NER_DEMOGRAPHICS.ipynb,False
1,clinical/models,Ner DL Model Clinical,ner_diag_proc,es,2.5.3,2.4,2020-07-08,1594168623415,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_diag_proc_es_2.5.3_2.4_1594168623415.zip,ner_diag_proc_es_2.5.3_2.4_1594168623415.zip,embeddings_scielowiki_300d,NerDLModel,"Diagnostico, Procedimiento",https://temu.bsc.es/codiesp/,John Snow Labs,"clinical,ner,codiesp,es",Licensed ,Healthcare,,Trained on CodiEsp Challenge dataset trained with `embeddings_scielowiki_300d`,Pretrained named entity recognition deep learning model for diagnostics and procedures in spanish,,,,
1,clinical/models,Ner DL Model Diseases,ner_diseases,en,2.4.4,2.4,2020-03-17,1584452534235,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_diseases_en_2.4.4_2.4_1584452534235.zip,ner_diseases_en_2.4.4_2.4_1584452534235.zip,embeddings_clinical,NerDLModel,Disease,,John Snow Labs,"clinical,ner,dl,n2c2,en",Licensed ,Healthcare,,Trained on i2b2 with `embeddings_clinical`,Pretrained named entity recognition deep learning model for diseases.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Drugs,ner_drugs,en,2.4.4,2.4,2020-03-17,1584452534235,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_drugs_en_2.4.4_2.4_1584452534235.zip,ner_drugs_en_2.4.4_2.4_1584452534235.zip,embeddings_clinical,NerDLModel,DrugChem (Drug and Chemicals),https://www.i2b2.org/NLP/Medication,John Snow Labs,"clinical,ner,dl,n2c2,en",Licensed ,Healthcare,,Trained on i2b2_med7 + FDA with `embeddings_clinical`.,Pretrained named entity recognition deep learning model for Drugs.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Events `embeddings_clinical`,ner_events_clinical,en,2.5.0,2.4,2020-08-18,1597775531760,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_events_clinical_en_2.5.5_2.4_1597775531760.zip,ner_events_clinical_en_2.5.5_2.4_1597775531760.zip,embeddings_clinical,NerDLModel,"CLINICAL_DEPT,DATE,DURATION,EVIDENTIAL,FREQUENCY,OCCURRENCE,PROBLEM,TEST,TIME,TREATMENT",https://portal.dbmi.hms.harvard.edu/projects/n2c2-nlp/,John Snow Labs,"clinical,ner,events,en",Licensed ,Healthcare,,Trained on i2b2 events data with `clinical_embeddings`,Pretrained named entity recognition deep learning model for clinical events.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
0,clinical/models,Ner DL Model Events `embeddings_healthcare`,ner_events_healthcare,en,2.6.0,2.4,2020-09-23,1600849907632,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_events_healthcare_en_2.6.0_2.4_1600849907632.zip,ner_events_healthcare_en_2.6.0_2.4_1600849907632.zip,embeddings_healthcare_100d,NerDLModel,"CLINICAL_DEPT,DATE,DURATION,EVIDENTIAL,FREQUENCY,OCCURRENCE,PROBLEM,TEST,TIME,TREATMENT",,John Snow Labs,"clinical,ner,events,en",Licensed ,Healthcare,,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `embeddings_healthcare_100d`",,,,,
1,clinical/models,w2v_cc_300d,ner_healthcare,de,2.5.5,2.4,2020-09-06,1599433028253,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_healthcare_de_2.5.5_2.4_1599433028253.zip,ner_healthcare_de_2.5.5_2.4_1599433028253.zip,FILLUP,NerDLModel,"BIOLOGICAL_CHEMISTRY,BIOLOGICAL_PARAMETER,BODY_FLUID,BODY_PART,DEGREE,DIAGLAB_PROCEDURE,DOSING,LOCAL_SPECIFICATION,MEASUREMENT,MEDICAL_CONDITION,MEDICAL_DEVICE,MEDICAL_SPECIFICATION,MEDICATION,PERSON,PROCESS,STATE_OF_HEALTH,TIME_INFORMATION,TISSUE,TREATMENT",,John Snow Labs,"clinical,ner,events,de",Licensed ,Healthcare,,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `w2v_cc_300d`",,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/14.German_Healthcare_Models.ipynb,
0,clinical/models,Ner DL Model Healthcare,ner_healthcare,en,2.4.4,2.4,2020-09-23,1600849764614,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_healthcare_en_2.6.0_2.4_1600849764614.zip,ner_healthcare_en_2.6.0_2.4_1600849764614.zip,FILLUP,NerDLModel,"PROBLEM,TEST,TREATMENT",,John Snow Labs,"clinical,ner,events,en",Licensed ,Healthcare,,"Trained on 2010 i2b2/VA challenge on concepts, assertions, and relations in clinical text with `embeddings_healthcare_100d`",Pretrained named entity recognition deep learning model for healthcare.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Phenotype / Gene,ner_human_phenotype_gene_clinical,en,2.5.5,2.4,2020-08-27,1598558253840,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_human_phenotype_gene_clinical_en_2.5.5_2.4_1598558253840.zip,ner_human_phenotype_gene_clinical_en_2.5.5_2.4_1598558253840.zip,embeddings_clinical,NerDLModel,"GENE,HP",,John Snow Labs,"clinical,ner,phenotype,en",Licensed ,Healthcare,,,,,,,
1,clinical/models,Ner DL Model Healthcare,ner_human_phenotype_go_clinical,en,2.5.5,2.4,2020-08-27,1598558398770,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_human_phenotype_go_clinical_en_2.5.5_2.4_1598558398770.zip,ner_human_phenotype_go_clinical_en_2.5.5_2.4_1598558398770.zip,embeddings_clinical,NerDLModel,"GO,HP",,John Snow Labs,"clinical,ner,phenotype,en",Licensed ,Healthcare,,,,,,,
1,clinical/models,Ner DL Model,ner_jsl,en,2.4.2,2.4,2020-04-21,1587513304751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_jsl_en_2.4.2_2.4_1587513304751.zip,ner_jsl_en_2.4.2_2.4_1587513304751.zip,embeddings_clinical,NerDLModel,"Age,Allergenic_substance,Blood_Pressure,Causative_Agents_(Virus_and_Bacteria),Cause_of_death,Date_of_death,Diagnosis,Dosage,Drug_Name,Drug_incident_description,Frequency,Gender,Lab_Name,Lab_Result,Maybe,Modifier,Name,Negated,Negation,O2_Saturation,Procedure,Procedure_Findings,Procedure_Name,Procedure_incident_description,Pulse_Rate,Respiratory_Rate,Route,Section_Name,Substance_Name,Symptom_Name,Temperature,Weight",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,Pretrained named entity recognition deep learning model for clinical terminology.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Enriched,ner_jsl_enriched,en,2.4.2,2.4,2020-04-21,1587513303751,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_jsl_enriched_en_2.4.2_2.4_1587513303751.zip,ner_jsl_enriched_en_2.4.2_2.4_1587513303751.zip,embeddings_clinical,NerDLModel,"Age,Allergenic_substance,Blood_Pressure,Causative_Agents_(Virus_and_Bacteria),Diagnosis,Dosage,Drug_Name,Frequency,Gender,Lab_Name,Lab_Result,Maybe,Modifier,Name,Negation,O2_Saturation,Procedure,Procedure_Name,Pulse_Rate,Respiratory_Rate,Route,Section_Name,Substance_Name,Symptom_Name,Temperature,Weight",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,Pretrained named entity recognition deep learning model for clinical terminology.,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/1.Clinical_Named_Entity_Recognition_Model.ipynb,False
1,clinical/models,Ner DL Model Clinical (Large),ner_large_clinical,en,2.5.0,2.4,2020-05-21,1590021302624,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_large_clinical_en_2.5.0_2.4_1590021302624.zip,ner_large_clinical_en_2.5.0_2.4_1590021302624.zip,embeddings_clinical,NerDLModel,"PROBLEM,TEST,TREATMENT",https://www.johnsnowlabs.com/data/,John Snow Labs,"clinical,ner,generic,large,en",Licensed ,Healthcare,,Trained on data gathered and manually annotated by John Snow Labs,,,,,
1,clinical/models,NER DL Model Legal,ner_legal,de,2.5.5,2.4,2020-09-07,1599471454959,s3,https://s3.amazonaws.com/auxdata.johnsnowlabs.com/clinical/models/ner_legal_de_2.5.5_2.4_1599471454959.zip,ner_legal_de_2.5.5_2.4_1599471454959.zip,embeddings_clinical,NerDLModel,"AN,EUN,GRT,GS,INN,LD,LDS,LIT,MRK,ORG,PER,RR,RS,ST,STR,UN,VO,VS,VT",,John Snow Labs,"legal,ner,de",Licensed ,Legal,,,,,,https://colab.research.google.com/github/JohnSnowLabs/spark-nlp-workshop/blob/master/tutorials/Certification_Trainings/Healthcare/15.German_Legal_Model.ipynb,
